periodo,trimestre,entidad_federativa,sexo,poblacion_ocupada,poblacion_edad_trabajar,tasa_neta_ocupacion
2010,4,Nacional,Hombres,28287003.0,38364042.0,73.73311446
2010,4,Nacional,Mujeres,16879959.0,42489186.0,39.72765917
2010,4,Aguascalientes,Hombres,279648.0,389552.0,71.78707849
2010,4,Aguascalientes,Mujeres,174946.0,445302.0,39.28704565
2010,4,Baja California,Hombres,807687.0,1150027.0,70.23200325
2010,4,Baja California,Mujeres,505382.0,1180256.0,42.81969335
2010,4,Baja California Sur,Hombres,175332.0,234809.0,74.67005098
2010,4,Baja California Sur,Mujeres,107929.0,238111.0,45.32717934
2010,4,Campeche,Hombres,228689.0,286391.0,79.85202049
2010,4,Campeche,Mujeres,125778.0,307309.0,40.9288371
2010,4,Coahuila,Hombres,692940.0,973955.0,71.14702425
2010,4,Coahuila,Mujeres,388127.0,1024457.0,37.88611918
2010,4,Colima,Hombres,173323.0,229578.0,75.49634547
2010,4,Colima,Mujeres,123607.0,253184.0,48.82101555
2010,4,Chiapas,Hombres,1224282.0,1513115.0,80.91136497
2010,4,Chiapas,Mujeres,507232.0,1679945.0,30.19336943
2010,4,Chihuahua,Hombres,793895.0,1148488.0,69.12523248
2010,4,Chihuahua,Mujeres,436333.0,1270569.0,34.34154304
2010,4,Ciudad de México,Hombres,2174019.0,3154781.0,68.91188327
2010,4,Ciudad de México,Mujeres,1725481.0,3768276.0,45.78966615
2010,4,Durango,Hombres,397111.0,549593.0,72.25546905
2010,4,Durango,Mujeres,206212.0,597573.0,34.50825255
2010,4,Guanajuato,Hombres,1269934.0,1759137.0,72.19073898
2010,4,Guanajuato,Mujeres,857164.0,2099926.0,40.81877171
2010,4,Guerrero,Hombres,809095.0,1054230.0,76.74748395
2010,4,Guerrero,Mujeres,559087.0,1211827.0,46.13587583
2010,4,Hidalgo,Hombres,658243.0,864474.0,76.1437591
2010,4,Hidalgo,Mujeres,384557.0,1004088.0,38.29913314
2010,4,Jalisco,Hombres,1933016.0,2531016.0,76.37312447
2010,4,Jalisco,Mujeres,1230296.0,2762396.0,44.53727851
2010,4,México,Hombres,3902332.0,5336632.0,73.12349812
2010,4,México,Mujeres,2109867.0,5734712.0,36.79115882
2010,4,Michoacán,Hombres,1072948.0,1486651.0,72.17215069
2010,4,Michoacán,Mujeres,569670.0,1614522.0,35.28412744
2010,4,Morelos,Hombres,453161.0,624880.0,72.51968378
2010,4,Morelos,Mujeres,289515.0,690172.0,41.94823899
2010,4,Nayarit,Hombres,298172.0,379771.0,78.51363058
2010,4,Nayarit,Mujeres,183810.0,403777.0,45.52265236
2010,4,Nuevo León,Hombres,1312278.0,1717709.0,76.39699157
2010,4,Nuevo León,Mujeres,765298.0,1771167.0,43.2086867
2010,4,Oaxaca,Hombres,940449.0,1213298.0,77.51179018
2010,4,Oaxaca,Mujeres,588843.0,1416514.0,41.569868
2010,4,Puebla,Hombres,1386752.0,1807438.0,76.72473413
2010,4,Puebla,Mujeres,911183.0,2156408.0,42.25466609
2010,4,Querétaro,Hombres,417575.0,607127.0,68.77885517
2010,4,Querétaro,Mujeres,262107.0,699297.0,37.48149928
2010,4,Quintana Roo,Hombres,395520.0,499802.0,79.13533759
2010,4,Quintana Roo,Mujeres,252495.0,499589.0,50.54054433
2010,4,San Luis Potosí,Hombres,647089.0,879514.0,73.57347353
2010,4,San Luis Potosí,Mujeres,351125.0,963004.0,36.46142695
2010,4,Sinaloa,Hombres,734485.0,1004038.0,73.15310775
2010,4,Sinaloa,Mujeres,435451.0,1038035.0,41.94954891
2010,4,Sonora,Hombres,632746.0,938875.0,67.39406204
2010,4,Sonora,Mujeres,402681.0,992540.0,40.57075785
2010,4,Tabasco,Hombres,550482.0,747294.0,73.66337747
2010,4,Tabasco,Mujeres,269545.0,813360.0,33.13969214
2010,4,Tamaulipas,Hombres,826313.0,1160137.0,71.22546734
2010,4,Tamaulipas,Mujeres,480666.0,1216060.0,39.52650363
2010,4,Tlaxcala,Hombres,270271.0,377053.0,71.67984342
2010,4,Tlaxcala,Mujeres,177281.0,436348.0,40.62835168
2010,4,Veracruz,Hombres,1915322.0,2560295.0,74.8086451
2010,4,Veracruz,Mujeres,964013.0,2901985.0,33.21908969
2010,4,Yucatán,Hombres,537176.0,688476.0,78.02392531
2010,4,Yucatán,Mujeres,334714.0,756236.0,44.26052185
2010,4,Zacatecas,Hombres,376718.0,495906.0,75.96560639
2010,4,Zacatecas,Mujeres,199564.0,542241.0,36.80356152
2011,1,Nacional,Hombres,28436561.0,38643297.0,73.58730545
2011,1,Nacional,Mujeres,16818295.0,42599949.0,39.47961299
2011,1,Aguascalientes,Hombres,277033.0,387009.0,71.5830898
2011,1,Aguascalientes,Mujeres,175410.0,448341.0,39.12423802
2011,1,Baja California,Hombres,826138.0,1169349.0,70.64939552
2011,1,Baja California,Mujeres,486548.0,1188279.0,40.94560284
2011,1,Baja California Sur,Hombres,174030.0,235206.0,73.99045943
2011,1,Baja California Sur,Mujeres,110178.0,241748.0,45.57555802
2011,1,Campeche,Hombres,225945.0,282883.0,79.872244
2011,1,Campeche,Mujeres,128879.0,305025.0,42.25194656
2011,1,Coahuila,Hombres,710592.0,982651.0,72.31377162
2011,1,Coahuila,Mujeres,383547.0,1034175.0,37.08724345
2011,1,Colima,Hombres,174618.0,231351.0,75.47752117
2011,1,Colima,Mujeres,122966.0,256824.0,47.87948167
2011,1,Chiapas,Hombres,1272100.0,1523242.0,83.51266575
2011,1,Chiapas,Mujeres,527915.0,1663208.0,31.74076844
2011,1,Chihuahua,Hombres,799183.0,1177807.0,67.85347684
2011,1,Chihuahua,Mujeres,410298.0,1249435.0,32.83868308
2011,1,Ciudad de México,Hombres,2240004.0,3197286.0,70.05954425
2011,1,Ciudad de México,Mujeres,1667075.0,3730425.0,44.68860787
2011,1,Durango,Hombres,392170.0,557896.0,70.29446348
2011,1,Durango,Mujeres,194542.0,602587.0,32.28446681
2011,1,Guanajuato,Hombres,1240742.0,1780955.0,69.6672291
2011,1,Guanajuato,Mujeres,854887.0,2113520.0,40.44849351
2011,1,Guerrero,Hombres,761942.0,1063310.0,71.65755988
2011,1,Guerrero,Mujeres,528047.0,1223457.0,43.16024184
2011,1,Hidalgo,Hombres,637709.0,858861.0,74.25054811
2011,1,Hidalgo,Mujeres,385997.0,1024395.0,37.68048458
2011,1,Jalisco,Hombres,1923841.0,2520136.0,76.33877695
2011,1,Jalisco,Mujeres,1241434.0,2799833.0,44.33957311
2011,1,México,Hombres,3955142.0,5371849.0,73.62719987
2011,1,México,Mujeres,2159862.0,5711926.0,37.81319996
2011,1,Michoacán,Hombres,1114376.0,1498437.0,74.36922607
2011,1,Michoacán,Mujeres,588678.0,1614033.0,36.47248848
2011,1,Morelos,Hombres,451890.0,629276.0,71.8110972
2011,1,Morelos,Mujeres,291951.0,695799.0,41.95910026
2011,1,Nayarit,Hombres,301551.0,383314.0,78.66944594
2011,1,Nayarit,Mujeres,181967.0,405010.0,44.9290141
2011,1,Nuevo León,Hombres,1293276.0,1749937.0,73.90414626
2011,1,Nuevo León,Mujeres,745100.0,1780975.0,41.83663443
2011,1,Oaxaca,Hombres,915276.0,1209575.0,75.66922266
2011,1,Oaxaca,Mujeres,574781.0,1422823.0,40.39722439
2011,1,Puebla,Hombres,1360093.0,1791918.0,75.90152005
2011,1,Puebla,Mujeres,885892.0,2195472.0,40.3508676
2011,1,Querétaro,Hombres,440656.0,623244.0,70.70360886
2011,1,Querétaro,Mujeres,285230.0,715731.0,39.85156434
2011,1,Quintana Roo,Hombres,398720.0,497517.0,80.1419851
2011,1,Quintana Roo,Mujeres,248467.0,503860.0,49.31270591
2011,1,San Luis Potosí,Hombres,637265.0,868465.0,73.37831692
2011,1,San Luis Potosí,Mujeres,364674.0,975921.0,37.36716394
2011,1,Sinaloa,Hombres,732246.0,1011677.0,72.37942545
2011,1,Sinaloa,Mujeres,425467.0,1048527.0,40.57759123
2011,1,Sonora,Hombres,651598.0,952937.0,68.37786758
2011,1,Sonora,Mujeres,410222.0,988369.0,41.504944
2011,1,Tabasco,Hombres,567524.0,759492.0,74.72415773
2011,1,Tabasco,Mujeres,285770.0,810276.0,35.26822959
2011,1,Tamaulipas,Hombres,844004.0,1164572.0,72.47332067
2011,1,Tamaulipas,Mujeres,479130.0,1225997.0,39.08084604
2011,1,Tlaxcala,Hombres,268869.0,381162.0,70.53929825
2011,1,Tlaxcala,Mujeres,172606.0,435191.0,39.66212537
2011,1,Veracruz,Hombres,1956302.0,2588650.0,75.57228671
2011,1,Veracruz,Mujeres,968722.0,2889494.0,33.52566228
2011,1,Yucatán,Hombres,548576.0,695642.0,78.85895331
2011,1,Yucatán,Mujeres,344818.0,760224.0,45.35742097
2011,1,Zacatecas,Hombres,343150.0,497691.0,68.94840373
2011,1,Zacatecas,Mujeres,187235.0,539069.0,34.73303047
2011,2,Nacional,Hombres,28805750.0,38812099.0,74.21848017
2011,2,Nacional,Mujeres,17309940.0,42781721.0,40.46106514
2011,2,Aguascalientes,Hombres,280600.0,388279.0,72.26762199
2011,2,Aguascalientes,Mujeres,176193.0,451337.0,39.03801372
2011,2,Baja California,Hombres,839093.0,1182333.0,70.96926162
2011,2,Baja California,Mujeres,500895.0,1189595.0,42.10634712
2011,2,Baja California Sur,Hombres,176660.0,234325.0,75.39101675
2011,2,Baja California Sur,Mujeres,111789.0,243220.0,45.96209193
2011,2,Campeche,Hombres,226184.0,285679.0,79.17417801
2011,2,Campeche,Mujeres,126055.0,304880.0,41.34577539
2011,2,Coahuila,Hombres,733010.0,992485.0,73.85602805
2011,2,Coahuila,Mujeres,413992.0,1052586.0,39.33094303
2011,2,Colima,Hombres,178995.0,232494.0,76.98908359
2011,2,Colima,Mujeres,127325.0,252991.0,50.32787728
2011,2,Chiapas,Hombres,1292604.0,1534743.0,84.22283079
2011,2,Chiapas,Mujeres,557896.0,1686182.0,33.08634536
2011,2,Chihuahua,Hombres,834167.0,1209264.0,68.98138041
2011,2,Chihuahua,Mujeres,408287.0,1252230.0,32.60479305
2011,2,Ciudad de México,Hombres,2244521.0,3190143.0,70.3580059
2011,2,Ciudad de México,Mujeres,1721266.0,3721496.0,46.25199113
2011,2,Durango,Hombres,399115.0,560068.0,71.26188249
2011,2,Durango,Mujeres,218661.0,610617.0,35.8098448
2011,2,Guanajuato,Hombres,1295922.0,1797456.0,72.09756456
2011,2,Guanajuato,Mujeres,846538.0,2115304.0,40.01968511
2011,2,Guerrero,Hombres,819694.0,1072761.0,76.40975017
2011,2,Guerrero,Mujeres,555344.0,1228106.0,45.21954945
2011,2,Hidalgo,Hombres,645375.0,882434.0,73.13578126
2011,2,Hidalgo,Mujeres,386223.0,1023230.0,37.74547267
2011,2,Jalisco,Hombres,1921115.0,2536408.0,75.74156051
2011,2,Jalisco,Mujeres,1240414.0,2803292.0,44.24847643
2011,2,México,Hombres,4003664.0,5376469.0,74.46642025
2011,2,México,Mujeres,2202626.0,5748893.0,38.31391539
2011,2,Michoacán,Hombres,1165433.0,1498950.0,77.7499583
2011,2,Michoacán,Mujeres,641150.0,1621151.0,39.54906113
2011,2,Morelos,Hombres,452806.0,625647.0,72.3740384
2011,2,Morelos,Mujeres,295865.0,698798.0,42.33913091
2011,2,Nayarit,Hombres,287492.0,382826.0,75.09730269
2011,2,Nayarit,Mujeres,179118.0,408605.0,43.83646798
2011,2,Nuevo León,Hombres,1284417.0,1738617.0,73.87578748
2011,2,Nuevo León,Mujeres,760128.0,1798438.0,42.26601084
2011,2,Oaxaca,Hombres,931546.0,1210890.0,76.93068735
2011,2,Oaxaca,Mujeres,609444.0,1438673.0,42.36153733
2011,2,Puebla,Hombres,1385334.0,1801230.0,76.91044453
2011,2,Puebla,Mujeres,938454.0,2215061.0,42.36695965
2011,2,Querétaro,Hombres,441305.0,622258.0,70.91993996
2011,2,Querétaro,Mujeres,287179.0,729933.0,39.34319999
2011,2,Quintana Roo,Hombres,408956.0,507178.0,80.6336237
2011,2,Quintana Roo,Mujeres,256376.0,514321.0,49.8474688
2011,2,San Luis Potosí,Hombres,621015.0,863013.0,71.9589392
2011,2,San Luis Potosí,Mujeres,374938.0,977781.0,38.34580545
2011,2,Sinaloa,Hombres,720701.0,1009730.0,71.37561526
2011,2,Sinaloa,Mujeres,429847.0,1038044.0,41.40932369
2011,2,Sonora,Hombres,663202.0,942826.0,70.34192948
2011,2,Sonora,Mujeres,417783.0,995787.0,41.95505665
2011,2,Tabasco,Hombres,570612.0,748826.0,76.20087978
2011,2,Tabasco,Mujeres,284221.0,816071.0,34.82797453
2011,2,Tamaulipas,Hombres,822154.0,1158079.0,70.99291154
2011,2,Tamaulipas,Mujeres,530029.0,1242762.0,42.64927637
2011,2,Tlaxcala,Hombres,278143.0,382068.0,72.79934462
2011,2,Tlaxcala,Mujeres,170448.0,434268.0,39.2494957
2011,2,Veracruz,Hombres,1958855.0,2640588.0,74.18253056
2011,2,Veracruz,Mujeres,983789.0,2860019.0,34.39798827
2011,2,Yucatán,Hombres,558199.0,703358.0,79.36200342
2011,2,Yucatán,Mujeres,359498.0,759320.0,47.34472949
2011,2,Zacatecas,Hombres,364861.0,500674.0,72.87396589
2011,2,Zacatecas,Mujeres,198169.0,548730.0,36.11411805
2011,3,Nacional,Hombres,29098057.0,38942544.0,74.72048308
2011,3,Nacional,Mujeres,17473933.0,43029542.0,40.60915406
2011,3,Aguascalientes,Hombres,281390.0,391535.0,71.86841534
2011,3,Aguascalientes,Mujeres,176767.0,454492.0,38.89331385
2011,3,Baja California,Hombres,831176.0,1185533.0,70.10989994
2011,3,Baja California,Mujeres,515969.0,1203764.0,42.86296982
2011,3,Baja California Sur,Hombres,178393.0,237459.0,75.12581119
2011,3,Baja California Sur,Mujeres,113674.0,242862.0,46.80600506
2011,3,Campeche,Hombres,228773.0,283897.0,80.5830988
2011,3,Campeche,Mujeres,126536.0,305719.0,41.38964212
2011,3,Coahuila,Hombres,745620.0,1003019.0,74.33757486
2011,3,Coahuila,Mujeres,427646.0,1042192.0,41.03332208
2011,3,Colima,Hombres,180560.0,234206.0,77.09452362
2011,3,Colima,Mujeres,128001.0,250285.0,51.14209801
2011,3,Chiapas,Hombres,1279695.0,1508746.0,84.81845188
2011,3,Chiapas,Mujeres,528376.0,1696026.0,31.15376769
2011,3,Chihuahua,Hombres,836294.0,1212905.0,68.94967042
2011,3,Chihuahua,Mujeres,408485.0,1259304.0,32.43736223
2011,3,Ciudad de México,Hombres,2287941.0,3185449.0,71.82475689
2011,3,Ciudad de México,Mujeres,1736204.0,3711974.0,46.77306468
2011,3,Durango,Hombres,403221.0,553944.0,72.79093194
2011,3,Durango,Mujeres,212327.0,607660.0,34.94174374
2011,3,Guanajuato,Hombres,1345042.0,1823905.0,73.74517861
2011,3,Guanajuato,Mujeres,849881.0,2098346.0,40.50242429
2011,3,Guerrero,Hombres,834299.0,1083998.0,76.9649944
2011,3,Guerrero,Mujeres,546299.0,1231993.0,44.34270325
2011,3,Hidalgo,Hombres,689742.0,896394.0,76.94629817
2011,3,Hidalgo,Mujeres,407478.0,1028248.0,39.62837759
2011,3,Jalisco,Hombres,1954250.0,2550474.0,76.62301204
2011,3,Jalisco,Mujeres,1285880.0,2841368.0,45.25566558
2011,3,México,Hombres,4006193.0,5377890.0,74.49376986
2011,3,México,Mujeres,2281213.0,5826999.0,39.14901993
2011,3,Michoacán,Hombres,1188274.0,1515856.0,78.38963595
2011,3,Michoacán,Mujeres,636474.0,1594500.0,39.91683913
2011,3,Morelos,Hombres,456431.0,627792.0,72.70417591
2011,3,Morelos,Mujeres,302546.0,702032.0,43.09575632
2011,3,Nayarit,Hombres,284031.0,384577.0,73.85543077
2011,3,Nayarit,Mujeres,171301.0,412214.0,41.55632754
2011,3,Nuevo León,Hombres,1310079.0,1756072.0,74.60280672
2011,3,Nuevo León,Mujeres,752547.0,1802741.0,41.74459892
2011,3,Oaxaca,Hombres,945799.0,1218150.0,77.64224439
2011,3,Oaxaca,Mujeres,635942.0,1450187.0,43.85241352
2011,3,Puebla,Hombres,1426276.0,1831919.0,77.85693581
2011,3,Puebla,Mujeres,903975.0,2210627.0,40.8922446
2011,3,Querétaro,Hombres,450006.0,633413.0,71.04464228
2011,3,Querétaro,Mujeres,285094.0,737831.0,38.63947164
2011,3,Quintana Roo,Hombres,407647.0,511028.0,79.76999303
2011,3,Quintana Roo,Mujeres,253156.0,520771.0,48.61176986
2011,3,San Luis Potosí,Hombres,625121.0,868782.0,71.95372372
2011,3,San Luis Potosí,Mujeres,365616.0,969439.0,37.71418315
2011,3,Sinaloa,Hombres,708257.0,996034.0,71.10771319
2011,3,Sinaloa,Mujeres,417631.0,1049040.0,39.81077938
2011,3,Sonora,Hombres,686195.0,937323.0,73.207955
2011,3,Sonora,Mujeres,430119.0,1001932.0,42.92896125
2011,3,Tabasco,Hombres,553935.0,746381.0,74.21611751
2011,3,Tabasco,Mujeres,291842.0,828356.0,35.23147053
2011,3,Tamaulipas,Hombres,822748.0,1156858.0,71.11918662
2011,3,Tamaulipas,Mujeres,529774.0,1252699.0,42.29060612
2011,3,Tlaxcala,Hombres,283227.0,387782.0,73.03768612
2011,3,Tlaxcala,Mujeres,185142.0,439431.0,42.13221188
2011,3,Veracruz,Hombres,1934845.0,2639132.0,73.31368799
2011,3,Veracruz,Mujeres,1013356.0,2928968.0,34.59771496
2011,3,Yucatán,Hombres,552351.0,701315.0,78.75933069
2011,3,Yucatán,Mujeres,354144.0,774672.0,45.71534791
2011,3,Zacatecas,Hombres,380246.0,500776.0,75.93135454
2011,3,Zacatecas,Mujeres,200538.0,552870.0,36.27217972
2011,4,Nacional,Hombres,29163256.0,38902940.0,74.9641441
2011,4,Nacional,Mujeres,18331978.0,43409801.0,42.23004386
2011,4,Aguascalientes,Hombres,290780.0,399938.0,72.70626947
2011,4,Aguascalientes,Mujeres,189644.0,458358.0,41.37464602
2011,4,Baja California,Hombres,845908.0,1201152.0,70.4247256
2011,4,Baja California,Mujeres,540064.0,1208350.0,44.69433525
2011,4,Baja California Sur,Hombres,187540.0,245195.0,76.48606211
2011,4,Baja California Sur,Mujeres,123541.0,240476.0,51.37352584
2011,4,Campeche,Hombres,228773.0,285812.0,80.04317523
2011,4,Campeche,Mujeres,132353.0,309139.0,42.81342697
2011,4,Coahuila,Hombres,754168.0,1004479.0,75.08051438
2011,4,Coahuila,Mujeres,431788.0,1039638.0,41.53253344
2011,4,Colima,Hombres,181188.0,235862.0,76.81949615
2011,4,Colima,Mujeres,128853.0,251892.0,51.15406603
2011,4,Chiapas,Hombres,1262775.0,1504323.0,83.94307605
2011,4,Chiapas,Mujeres,559816.0,1717319.0,32.59825344
2011,4,Chihuahua,Hombres,849314.0,1231561.0,68.96239813
2011,4,Chihuahua,Mujeres,455468.0,1283478.0,35.48701263
2011,4,Ciudad de México,Hombres,2309387.0,3155687.0,73.18175092
2011,4,Ciudad de México,Mujeres,1813762.0,3785622.0,47.9118623
2011,4,Durango,Hombres,417884.0,557075.0,75.01395683
2011,4,Durango,Mujeres,236545.0,608852.0,38.85098513
2011,4,Guanajuato,Hombres,1360625.0,1829205.0,74.383407
2011,4,Guanajuato,Mujeres,896771.0,2126010.0,42.18093988
2011,4,Guerrero,Hombres,830660.0,1074484.0,77.30780542
2011,4,Guerrero,Mujeres,581241.0,1231025.0,47.21601917
2011,4,Hidalgo,Hombres,673310.0,886695.0,75.93479156
2011,4,Hidalgo,Mujeres,391419.0,1028591.0,38.05390092
2011,4,Jalisco,Hombres,1918384.0,2522006.0,76.06579842
2011,4,Jalisco,Mujeres,1324687.0,2847707.0,46.51767194
2011,4,México,Hombres,3939187.0,5349563.0,73.63567828
2011,4,México,Mujeres,2417246.0,5914385.0,40.87062307
2011,4,Michoacán,Hombres,1149983.0,1489298.0,77.21644694
2011,4,Michoacán,Mujeres,614700.0,1605607.0,38.28458645
2011,4,Morelos,Hombres,456351.0,626051.0,72.89358215
2011,4,Morelos,Mujeres,310983.0,710613.0,43.76263874
2011,4,Nayarit,Hombres,285643.0,379791.0,75.21057634
2011,4,Nayarit,Mujeres,184995.0,417984.0,44.25887115
2011,4,Nuevo León,Hombres,1328150.0,1771388.0,74.97792691
2011,4,Nuevo León,Mujeres,793095.0,1809764.0,43.82311727
2011,4,Oaxaca,Hombres,944378.0,1211666.0,77.94045554
2011,4,Oaxaca,Mujeres,666383.0,1449540.0,45.97203251
2011,4,Puebla,Hombres,1449961.0,1839338.0,78.83059014
2011,4,Puebla,Mujeres,1021460.0,2236012.0,45.68222353
2011,4,Querétaro,Hombres,449482.0,638294.0,70.41927388
2011,4,Querétaro,Mujeres,290192.0,736442.0,39.4045967
2011,4,Quintana Roo,Hombres,414290.0,513549.0,80.67195146
2011,4,Quintana Roo,Mujeres,260956.0,520981.0,50.08935067
2011,4,San Luis Potosí,Hombres,621981.0,868992.0,71.57499724
2011,4,San Luis Potosí,Mujeres,376395.0,980278.0,38.39676092
2011,4,Sinaloa,Hombres,719226.0,990730.0,72.59556085
2011,4,Sinaloa,Mujeres,483212.0,1066131.0,45.32388609
2011,4,Sonora,Hombres,706380.0,956937.0,73.81677164
2011,4,Sonora,Mujeres,446519.0,1011003.0,44.16594214
2011,4,Tabasco,Hombres,561726.0,753921.0,74.50727596
2011,4,Tabasco,Mujeres,321213.0,830019.0,38.69947555
2011,4,Tamaulipas,Hombres,844082.0,1158232.0,72.8767639
2011,4,Tamaulipas,Mujeres,546257.0,1270045.0,43.0108382
2011,4,Tlaxcala,Hombres,289190.0,387588.0,74.61273311
2011,4,Tlaxcala,Mujeres,184526.0,443283.0,41.6271321
2011,4,Veracruz,Hombres,1946476.0,2626155.0,74.11885437
2011,4,Veracruz,Mujeres,1044462.0,2945594.0,35.45845083
2011,4,Yucatán,Hombres,566033.0,699402.0,80.93099534
2011,4,Yucatán,Mujeres,363987.0,769900.0,47.27717885
2011,4,Zacatecas,Hombres,380041.0,508571.0,74.72722589
2011,4,Zacatecas,Mujeres,199445.0,555763.0,35.88669991
2012,1,Nacional,Hombres,29156178.0,39242111.0,74.29818951
2012,1,Nacional,Mujeres,17772022.0,43489841.0,40.86476656
2012,1,Aguascalientes,Hombres,284222.0,404910.0,70.19387024
2012,1,Aguascalientes,Mujeres,178685.0,457929.0,39.02024113
2012,1,Baja California,Hombres,832531.0,1211334.0,68.72844319
2012,1,Baja California,Mujeres,522053.0,1214554.0,42.98310326
2012,1,Baja California Sur,Hombres,183505.0,244826.0,74.95323209
2012,1,Baja California Sur,Mujeres,120328.0,244775.0,49.15861505
2012,1,Campeche,Hombres,237371.0,291239.0,81.50385079
2012,1,Campeche,Mujeres,136059.0,309618.0,43.94415053
2012,1,Coahuila,Hombres,735910.0,1006800.0,73.09396106
2012,1,Coahuila,Mujeres,424707.0,1052168.0,40.36494172
2012,1,Colima,Hombres,184226.0,236522.0,77.88958321
2012,1,Colima,Mujeres,129710.0,254101.0,51.04663106
2012,1,Chiapas,Hombres,1285159.0,1528528.0,84.07821119
2012,1,Chiapas,Mujeres,565098.0,1735045.0,32.56964517
2012,1,Chihuahua,Hombres,849093.0,1256843.0,67.55760266
2012,1,Chihuahua,Mujeres,442707.0,1289881.0,34.32153819
2012,1,Ciudad de México,Hombres,2297106.0,3149975.0,72.92457877
2012,1,Ciudad de México,Mujeres,1773180.0,3761222.0,47.14372084
2012,1,Durango,Hombres,420501.0,566032.0,74.2892628
2012,1,Durango,Mujeres,227046.0,611073.0,37.15529896
2012,1,Guanajuato,Hombres,1329647.0,1850176.0,71.86597383
2012,1,Guanajuato,Mujeres,854735.0,2115973.0,40.39441902
2012,1,Guerrero,Hombres,797933.0,1087609.0,73.36579598
2012,1,Guerrero,Mujeres,513263.0,1223108.0,41.96383312
2012,1,Hidalgo,Hombres,664065.0,887530.0,74.82169617
2012,1,Hidalgo,Mujeres,369527.0,1032314.0,35.79598843
2012,1,Jalisco,Hombres,1970256.0,2594124.0,75.95072556
2012,1,Jalisco,Mujeres,1273742.0,2814855.0,45.25071451
2012,1,México,Hombres,3969578.0,5404998.0,73.44272838
2012,1,México,Mujeres,2315777.0,5958183.0,38.86716806
2012,1,Michoacán,Hombres,1137973.0,1494490.0,76.14457106
2012,1,Michoacán,Mujeres,643339.0,1604403.0,40.09834188
2012,1,Morelos,Hombres,456617.0,629906.0,72.48970481
2012,1,Morelos,Mujeres,303350.0,698901.0,43.40385834
2012,1,Nayarit,Hombres,285389.0,384924.0,74.14164874
2012,1,Nayarit,Mujeres,189695.0,414905.0,45.7201046
2012,1,Nuevo León,Hombres,1320261.0,1764802.0,74.81071531
2012,1,Nuevo León,Mujeres,774748.0,1825997.0,42.42876631
2012,1,Oaxaca,Hombres,919340.0,1213495.0,75.75968587
2012,1,Oaxaca,Mujeres,621673.0,1454476.0,42.74205968
2012,1,Puebla,Hombres,1470161.0,1865140.0,78.82309103
2012,1,Puebla,Mujeres,928721.0,2252956.0,41.22233191
2012,1,Querétaro,Hombres,459260.0,653368.0,70.29116822
2012,1,Querétaro,Mujeres,295325.0,744532.0,39.66585721
2012,1,Quintana Roo,Hombres,421243.0,521497.0,80.77572834
2012,1,Quintana Roo,Mujeres,271131.0,531580.0,51.00474058
2012,1,San Luis Potosí,Hombres,636225.0,876512.0,72.58599996
2012,1,San Luis Potosí,Mujeres,359076.0,981674.0,36.57792709
2012,1,Sinaloa,Hombres,722053.0,986089.0,73.22391792
2012,1,Sinaloa,Mujeres,478722.0,1083564.0,44.18031607
2012,1,Sonora,Hombres,714744.0,986826.0,72.42857403
2012,1,Sonora,Mujeres,438085.0,1004378.0,43.6175424
2012,1,Tabasco,Hombres,561435.0,752503.0,74.60900488
2012,1,Tabasco,Mujeres,282831.0,827145.0,34.19364199
2012,1,Tamaulipas,Hombres,839843.0,1160977.0,72.33933144
2012,1,Tamaulipas,Mujeres,533639.0,1249602.0,42.70471718
2012,1,Tlaxcala,Hombres,275422.0,392289.0,70.20895309
2012,1,Tlaxcala,Mujeres,169967.0,443116.0,38.35722474
2012,1,Veracruz,Hombres,1978150.0,2618090.0,75.55699002
2012,1,Veracruz,Mujeres,1077672.0,2961553.0,36.38874604
2012,1,Yucatán,Hombres,561097.0,709183.0,79.1187888
2012,1,Yucatán,Mujeres,357707.0,778921.0,45.92339916
2012,1,Zacatecas,Hombres,355862.0,510574.0,69.69841786
2012,1,Zacatecas,Mujeres,199724.0,557339.0,35.83528158
2012,2,Nacional,Hombres,29690582.0,39394178.0,75.36794396
2012,2,Nacional,Mujeres,18484088.0,43718346.0,42.27993438
2012,2,Aguascalientes,Hombres,299751.0,413074.0,72.5659325
2012,2,Aguascalientes,Mujeres,186779.0,458423.0,40.74381085
2012,2,Baja California,Hombres,861805.0,1224262.0,70.39383727
2012,2,Baja California,Mujeres,558318.0,1230098.0,45.38809103
2012,2,Baja California Sur,Hombres,182304.0,250136.0,72.88195222
2012,2,Baja California Sur,Mujeres,123709.0,243280.0,50.85046037
2012,2,Campeche,Hombres,236583.0,292951.0,80.75855689
2012,2,Campeche,Mujeres,132794.0,312889.0,42.44124913
2012,2,Coahuila,Hombres,754717.0,1014872.0,74.36573282
2012,2,Coahuila,Mujeres,438777.0,1042229.0,42.09986481
2012,2,Colima,Hombres,185306.0,236659.0,78.30084637
2012,2,Colima,Mujeres,134182.0,253628.0,52.90504203
2012,2,Chiapas,Hombres,1291178.0,1531152.0,84.32722551
2012,2,Chiapas,Mujeres,603010.0,1737226.0,34.71108537
2012,2,Chihuahua,Hombres,866971.0,1261231.0,68.74006427
2012,2,Chihuahua,Mujeres,486034.0,1302730.0,37.30888212
2012,2,Ciudad de México,Hombres,2300074.0,3136717.0,73.3274312
2012,2,Ciudad de México,Mujeres,1863808.0,3783059.0,49.26721999
