periodo,trimestre,entidad_federativa,sexo,poblacion_ocupada_asalariada,poblacion_ocupada,tasa_trabajo_asalariado
2010,2,Zacatecas,Hombres,201574.0,364960.0,55.23180623
2010,2,Zacatecas,Mujeres,110829.0,190270.0,58.24827876
2010,3,Nacional,Hombres,17221619.0,28492532.0,60.44257141
2010,3,Nacional,Mujeres,10709982.0,17208586.0,62.23626973
2010,3,Aguascalientes,Hombres,207263.0,285205.0,72.6715871
2010,3,Aguascalientes,Mujeres,134053.0,182851.0,73.31269722
2010,3,Baja California,Hombres,530877.0,794594.0,66.81110102
2010,3,Baja California,Mujeres,352222.0,485937.0,72.4830585
2010,3,Baja California Sur,Hombres,114122.0,176060.0,64.81994775
2010,3,Baja California Sur,Mujeres,71701.0,107313.0,66.81483138
2010,3,Campeche,Hombres,130656.0,228297.0,57.23071262
2010,3,Campeche,Mujeres,73439.0,122293.0,60.05167916
2010,3,Coahuila,Hombres,503207.0,679916.0,74.01017184
2010,3,Coahuila,Mujeres,256023.0,389778.0,65.68431261
2010,3,Colima,Hombres,110299.0,181166.0,60.88283674
2010,3,Colima,Mujeres,74895.0,123764.0,60.51436605
2010,3,Chiapas,Hombres,497813.0,1250100.0,39.82185425
2010,3,Chiapas,Mujeres,259137.0,531919.0,48.7173799
2010,3,Chihuahua,Hombres,532426.0,826705.0,64.40338452
2010,3,Chihuahua,Mujeres,318590.0,441531.0,72.15574897
2010,3,Ciudad de México,Hombres,1536981.0,2276602.0,67.51206403
2010,3,Ciudad de México,Mujeres,1263097.0,1703372.0,74.15273939
2010,3,Durango,Hombres,242346.0,400481.0,60.51373224
2010,3,Durango,Mujeres,138426.0,202500.0,68.35851852
2010,3,Guanajuato,Hombres,736049.0,1235124.0,59.59312587
2010,3,Guanajuato,Mujeres,538407.0,859918.0,62.61143504
2010,3,Guerrero,Hombres,295346.0,829346.0,35.6119159
2010,3,Guerrero,Mujeres,231879.0,554012.0,41.85450857
2010,3,Hidalgo,Hombres,382670.0,649562.0,58.91200532
2010,3,Hidalgo,Mujeres,218418.0,363372.0,60.10864899
2010,3,Jalisco,Hombres,1180904.0,1926659.0,61.29283905
2010,3,Jalisco,Mujeres,818117.0,1243281.0,65.80306463
2010,3,México,Hombres,2617465.0,3936234.0,66.49668185
2010,3,México,Mujeres,1505991.0,2266289.0,66.45185146
2010,3,Michoacán,Hombres,566751.0,1105174.0,51.28160814
2010,3,Michoacán,Mujeres,329898.0,635766.0,51.88984626
2010,3,Morelos,Hombres,290613.0,460573.0,63.09814079
2010,3,Morelos,Mujeres,178632.0,291983.0,61.17890425
2010,3,Nayarit,Hombres,153806.0,295946.0,51.97096768
2010,3,Nayarit,Mujeres,104090.0,181351.0,57.39698154
2010,3,Nuevo León,Hombres,936092.0,1284028.0,72.90277159
2010,3,Nuevo León,Mujeres,550134.0,753190.0,73.04053426
2010,3,Oaxaca,Hombres,350228.0,920439.0,38.05010435
2010,3,Oaxaca,Mujeres,230900.0,612845.0,37.67673718
2010,3,Puebla,Hombres,858252.0,1430941.0,59.97815424
2010,3,Puebla,Mujeres,499900.0,929710.0,53.76945499
2010,3,Querétaro,Hombres,285341.0,444236.0,64.23184974
2010,3,Querétaro,Mujeres,190545.0,271563.0,70.16603882
2010,3,Quintana Roo,Hombres,250847.0,393174.0,63.80050563
2010,3,Quintana Roo,Mujeres,164247.0,243354.0,67.49303484
2010,3,San Luis Potosí,Hombres,370996.0,646482.0,57.38690327
2010,3,San Luis Potosí,Mujeres,219879.0,359576.0,61.14952055
2010,3,Sinaloa,Hombres,426832.0,724648.0,58.90197724
2010,3,Sinaloa,Mujeres,254274.0,425469.0,59.76322599
2010,3,Sonora,Hombres,408271.0,626542.0,65.16259086
2010,3,Sonora,Mujeres,258339.0,389771.0,66.2796873
2010,3,Tabasco,Hombres,379920.0,553336.0,68.65991007
2010,3,Tabasco,Mujeres,166235.0,268409.0,61.93346721
2010,3,Tamaulipas,Hombres,536616.0,829816.0,64.66686591
2010,3,Tamaulipas,Mujeres,326579.0,485978.0,67.20036709
2010,3,Tlaxcala,Hombres,161407.0,273918.0,58.92529881
2010,3,Tlaxcala,Mujeres,104668.0,179714.0,58.24142805
2010,3,Veracruz,Hombres,1107941.0,1905596.0,58.14144236
2010,3,Veracruz,Mujeres,561318.0,1047351.0,53.59406732
2010,3,Yucatán,Hombres,321368.0,546481.0,58.80680207
2010,3,Yucatán,Mujeres,201709.0,354029.0,56.97527604
2010,3,Zacatecas,Hombres,197914.0,375151.0,52.75582366
2010,3,Zacatecas,Mujeres,114240.0,200397.0,57.00684142
2010,4,Nacional,Hombres,18301517.0,28287003.0,64.69938509
2010,4,Nacional,Mujeres,11018060.0,16879959.0,65.27302584
2010,4,Aguascalientes,Hombres,216867.0,279648.0,77.54999142
2010,4,Aguascalientes,Mujeres,132016.0,174946.0,75.46099939
2010,4,Baja California,Hombres,557769.0,807687.0,69.05756809
2010,4,Baja California,Mujeres,366626.0,505382.0,72.5443328
2010,4,Baja California Sur,Hombres,118294.0,175332.0,67.46857391
2010,4,Baja California Sur,Mujeres,69804.0,107929.0,64.67585172
2010,4,Campeche,Hombres,133955.0,228689.0,58.57518289
2010,4,Campeche,Mujeres,74771.0,125778.0,59.4468031
2010,4,Coahuila,Hombres,536511.0,692940.0,77.42531821
2010,4,Coahuila,Mujeres,271541.0,388127.0,69.96189392
2010,4,Colima,Hombres,117300.0,173323.0,67.67711152
2010,4,Colima,Mujeres,81201.0,123607.0,65.69288147
2010,4,Chiapas,Hombres,519892.0,1224282.0,42.46505299
2010,4,Chiapas,Mujeres,277698.0,507232.0,54.74772885
2010,4,Chihuahua,Hombres,565930.0,793895.0,71.28524553
2010,4,Chihuahua,Mujeres,320525.0,436333.0,73.45880325
2010,4,Ciudad de México,Hombres,1527445.0,2174019.0,70.25904557
2010,4,Ciudad de México,Mujeres,1296343.0,1725481.0,75.12936972
2010,4,Durango,Hombres,266692.0,397111.0,67.15804901
2010,4,Durango,Mujeres,142051.0,206212.0,68.88590383
2010,4,Guanajuato,Hombres,800081.0,1269934.0,63.00177805
2010,4,Guanajuato,Mujeres,540958.0,857164.0,63.11020995
2010,4,Guerrero,Hombres,324961.0,809095.0,40.16351603
2010,4,Guerrero,Mujeres,238879.0,559087.0,42.72662394
2010,4,Hidalgo,Hombres,423901.0,658243.0,64.39886182
2010,4,Hidalgo,Mujeres,233712.0,384557.0,60.77434555
2010,4,Jalisco,Hombres,1286510.0,1933016.0,66.55454481
2010,4,Jalisco,Mujeres,841130.0,1230296.0,68.36810003
2010,4,México,Hombres,2769984.0,3902332.0,70.9827867
2010,4,México,Mujeres,1468905.0,2109867.0,69.62073913
2010,4,Michoacán,Hombres,609285.0,1072948.0,56.78606978
2010,4,Michoacán,Mujeres,341088.0,569670.0,59.87466428
2010,4,Morelos,Hombres,299479.0,453161.0,66.08666677
2010,4,Morelos,Mujeres,184721.0,289515.0,63.80360258
2010,4,Nayarit,Hombres,169269.0,298172.0,56.7689119
2010,4,Nayarit,Mujeres,109834.0,183810.0,59.7540939
2010,4,Nuevo León,Hombres,1007817.0,1312278.0,76.79904715
2010,4,Nuevo León,Mujeres,571725.0,765298.0,74.70619288
2010,4,Oaxaca,Hombres,362512.0,940449.0,38.54669419
2010,4,Oaxaca,Mujeres,254909.0,588843.0,43.2898073
2010,4,Puebla,Hombres,885687.0,1386752.0,63.86772833
2010,4,Puebla,Mujeres,513989.0,911183.0,56.40897602
2010,4,Querétaro,Hombres,305698.0,417575.0,73.20792672
2010,4,Querétaro,Mujeres,206557.0,262107.0,78.80636534
2010,4,Quintana Roo,Hombres,258249.0,395520.0,65.29353762
2010,4,Quintana Roo,Mujeres,171144.0,252495.0,67.78114418
2010,4,San Luis Potosí,Hombres,395298.0,647089.0,61.08866014
2010,4,San Luis Potosí,Mujeres,224992.0,351125.0,64.07746529
2010,4,Sinaloa,Hombres,473752.0,734485.0,64.50124917
2010,4,Sinaloa,Mujeres,262184.0,435451.0,60.20975954
2010,4,Sonora,Hombres,463729.0,632746.0,73.28833371
2010,4,Sonora,Mujeres,283879.0,402681.0,70.49724223
2010,4,Tabasco,Hombres,399962.0,550482.0,72.65668996
2010,4,Tabasco,Mujeres,180696.0,269545.0,67.0374149
2010,4,Tamaulipas,Hombres,570938.0,826313.0,69.09464089
2010,4,Tamaulipas,Mujeres,337192.0,480666.0,70.15099882
2010,4,Tlaxcala,Hombres,183204.0,270271.0,67.78529698
2010,4,Tlaxcala,Mujeres,114481.0,177281.0,64.57601209
2010,4,Veracruz,Hombres,1200435.0,1915322.0,62.67536216
2010,4,Veracruz,Mujeres,585429.0,964013.0,60.72833043
2010,4,Yucatán,Hombres,338389.0,537176.0,62.99406526
2010,4,Yucatán,Mujeres,202729.0,334714.0,60.56782806
2010,4,Zacatecas,Hombres,211722.0,376718.0,56.20172118
2010,4,Zacatecas,Mujeres,116351.0,199564.0,58.30259967
2011,1,Nacional,Hombres,17497900.0,28436561.0,61.53310873
2011,1,Nacional,Mujeres,10747619.0,16818295.0,63.90433156
2011,1,Aguascalientes,Hombres,208170.0,277033.0,75.14267253
2011,1,Aguascalientes,Mujeres,128765.0,175410.0,73.40801551
2011,1,Baja California,Hombres,550746.0,826138.0,66.66513343
2011,1,Baja California,Mujeres,340943.0,486548.0,70.07386733
2011,1,Baja California Sur,Hombres,115368.0,174030.0,66.29201862
2011,1,Baja California Sur,Mujeres,74150.0,110178.0,67.30018697
2011,1,Campeche,Hombres,131438.0,225945.0,58.17256412
2011,1,Campeche,Mujeres,76784.0,128879.0,59.5783642
2011,1,Coahuila,Hombres,522321.0,710592.0,73.50504931
2011,1,Coahuila,Mujeres,278501.0,383547.0,72.61196151
2011,1,Colima,Hombres,114878.0,174618.0,65.78817762
2011,1,Colima,Mujeres,77689.0,122966.0,63.1792528
2011,1,Chiapas,Hombres,494509.0,1272100.0,38.87343762
2011,1,Chiapas,Mujeres,264326.0,527915.0,50.0698029
2011,1,Chihuahua,Hombres,529724.0,799183.0,66.28319171
2011,1,Chihuahua,Mujeres,315292.0,410298.0,76.84463488
2011,1,Ciudad de México,Hombres,1491799.0,2240004.0,66.59805072
2011,1,Ciudad de México,Mujeres,1250902.0,1667075.0,75.03573624
2011,1,Durango,Hombres,260022.0,392170.0,66.30338884
2011,1,Durango,Mujeres,131953.0,194542.0,67.82751282
2011,1,Guanajuato,Hombres,771254.0,1240742.0,62.16070706
2011,1,Guanajuato,Mujeres,541483.0,854887.0,63.33971624
2011,1,Guerrero,Hombres,319976.0,761942.0,41.9947975
2011,1,Guerrero,Mujeres,226993.0,528047.0,42.98727197
2011,1,Hidalgo,Hombres,376115.0,637709.0,58.97909548
2011,1,Hidalgo,Mujeres,230070.0,385997.0,59.60409019
2011,1,Jalisco,Hombres,1219403.0,1923841.0,63.38377236
2011,1,Jalisco,Mujeres,813408.0,1241434.0,65.52164674
2011,1,México,Hombres,2658224.0,3955142.0,67.20931891
2011,1,México,Mujeres,1460270.0,2159862.0,67.60941208
2011,1,Michoacán,Hombres,549344.0,1114376.0,49.29610832
2011,1,Michoacán,Mujeres,305093.0,588678.0,51.82680515
2011,1,Morelos,Hombres,287446.0,451890.0,63.60972803
2011,1,Morelos,Mujeres,180329.0,291951.0,61.76687184
2011,1,Nayarit,Hombres,160583.0,301551.0,53.25235201
2011,1,Nayarit,Mujeres,106398.0,181967.0,58.47104145
2011,1,Nuevo León,Hombres,951268.0,1293276.0,73.55491017
2011,1,Nuevo León,Mujeres,558603.0,745100.0,74.97020534
2011,1,Oaxaca,Hombres,350623.0,915276.0,38.30789838
2011,1,Oaxaca,Mujeres,239949.0,574781.0,41.74616071
2011,1,Puebla,Hombres,828052.0,1360093.0,60.88201322
2011,1,Puebla,Mujeres,499158.0,885892.0,56.34524299
2011,1,Querétaro,Hombres,299272.0,440656.0,67.91510838
2011,1,Querétaro,Mujeres,212045.0,285230.0,74.34175928
2011,1,Quintana Roo,Hombres,258544.0,398720.0,64.8434992
2011,1,Quintana Roo,Mujeres,174355.0,248467.0,70.17229652
2011,1,San Luis Potosí,Hombres,366889.0,637265.0,57.57243847
2011,1,San Luis Potosí,Mujeres,230970.0,364674.0,63.33602067
2011,1,Sinaloa,Hombres,449945.0,732246.0,61.44724587
2011,1,Sinaloa,Mujeres,264872.0,425467.0,62.25441691
2011,1,Sonora,Hombres,453989.0,651598.0,69.67317272
2011,1,Sonora,Mujeres,292385.0,410222.0,71.27482193
2011,1,Tabasco,Hombres,381835.0,567524.0,67.28085508
2011,1,Tabasco,Mujeres,182477.0,285770.0,63.85449837
2011,1,Tamaulipas,Hombres,556256.0,844004.0,65.90679665
2011,1,Tamaulipas,Mujeres,323102.0,479130.0,67.43514286
2011,1,Tlaxcala,Hombres,165962.0,268869.0,61.72597064
2011,1,Tlaxcala,Mujeres,103951.0,172606.0,60.22444179
2011,1,Veracruz,Hombres,1155575.0,1956302.0,59.06935637
2011,1,Veracruz,Mujeres,553101.0,968722.0,57.09594703
2011,1,Yucatán,Hombres,326022.0,548576.0,59.4305985
2011,1,Yucatán,Mujeres,205874.0,344818.0,59.7051198
2011,1,Zacatecas,Hombres,192348.0,343150.0,56.05362087
2011,1,Zacatecas,Mujeres,103428.0,187235.0,55.23967207
2011,2,Nacional,Hombres,17744936.0,28805750.0,61.60206209
2011,2,Nacional,Mujeres,10904175.0,17309940.0,62.99371922
2011,2,Aguascalientes,Hombres,207398.0,280600.0,73.91233072
2011,2,Aguascalientes,Mujeres,127793.0,176193.0,72.53012322
2011,2,Baja California,Hombres,550732.0,839093.0,65.63420264
2011,2,Baja California,Mujeres,355066.0,500895.0,70.8863135
2011,2,Baja California Sur,Hombres,110635.0,176660.0,62.62594815
2011,2,Baja California Sur,Mujeres,75031.0,111789.0,67.11841058
2011,2,Campeche,Hombres,125638.0,226184.0,55.54681145
2011,2,Campeche,Mujeres,74902.0,126055.0,59.4200944
2011,2,Coahuila,Hombres,543874.0,733010.0,74.19735065
2011,2,Coahuila,Mujeres,293926.0,413992.0,70.9979903
2011,2,Colima,Hombres,113725.0,178995.0,63.53529428
2011,2,Colima,Mujeres,79145.0,127325.0,62.15982721
2011,2,Chiapas,Hombres,548664.0,1292604.0,42.4464105
2011,2,Chiapas,Mujeres,249901.0,557896.0,44.79347405
2011,2,Chihuahua,Hombres,550987.0,834167.0,66.05236122
2011,2,Chihuahua,Mujeres,301464.0,408287.0,73.83629653
2011,2,Ciudad de México,Hombres,1482726.0,2244521.0,66.05979628
2011,2,Ciudad de México,Mujeres,1281662.0,1721266.0,74.46042622
2011,2,Durango,Hombres,270760.0,399115.0,67.84009621
2011,2,Durango,Mujeres,150989.0,218661.0,69.05163701
2011,2,Guanajuato,Hombres,805546.0,1295922.0,62.16006828
2011,2,Guanajuato,Mujeres,524866.0,846538.0,62.00146951
2011,2,Guerrero,Hombres,325391.0,819694.0,39.69664289
2011,2,Guerrero,Mujeres,226959.0,555344.0,40.8681826
2011,2,Hidalgo,Hombres,388076.0,645375.0,60.13186132
2011,2,Hidalgo,Mujeres,228848.0,386223.0,59.25281508
2011,2,Jalisco,Hombres,1213755.0,1921115.0,63.17971595
2011,2,Jalisco,Mujeres,784503.0,1240414.0,63.24525521
2011,2,México,Hombres,2724605.0,4003664.0,68.05278865
2011,2,México,Mujeres,1478454.0,2202626.0,67.12233489
2011,2,Michoacán,Hombres,603053.0,1165433.0,51.74497376
2011,2,Michoacán,Mujeres,333032.0,641150.0,51.94291507
2011,2,Morelos,Hombres,283455.0,452806.0,62.59965636
2011,2,Morelos,Mujeres,186196.0,295865.0,62.93275649
2011,2,Nayarit,Hombres,148667.0,287492.0,51.7116998
2011,2,Nayarit,Mujeres,108649.0,179118.0,60.65777867
2011,2,Nuevo León,Hombres,951690.0,1284417.0,74.09509528
2011,2,Nuevo León,Mujeres,576163.0,760128.0,75.79815505
2011,2,Oaxaca,Hombres,362390.0,931546.0,38.90199732
2011,2,Oaxaca,Mujeres,240666.0,609444.0,39.48943627
2011,2,Puebla,Hombres,816677.0,1385334.0,58.95163188
2011,2,Puebla,Mujeres,517395.0,938454.0,55.13269697
2011,2,Querétaro,Hombres,291081.0,441305.0,65.9591439
2011,2,Querétaro,Mujeres,213222.0,287179.0,74.24707238
2011,2,Quintana Roo,Hombres,258151.0,408956.0,63.1243948
2011,2,Quintana Roo,Mujeres,167130.0,256376.0,65.18940931
2011,2,San Luis Potosí,Hombres,369693.0,621015.0,59.53044612
2011,2,San Luis Potosí,Mujeres,244699.0,374938.0,65.26385696
2011,2,Sinaloa,Hombres,444073.0,720701.0,61.61681474
2011,2,Sinaloa,Mujeres,266410.0,429847.0,61.97786654
2011,2,Sonora,Hombres,447689.0,663202.0,67.50416917
2011,2,Sonora,Mujeres,290206.0,417783.0,69.46333384
2011,2,Tabasco,Hombres,378501.0,570612.0,66.33246409
2011,2,Tabasco,Mujeres,179528.0,284221.0,63.16493151
2011,2,Tamaulipas,Hombres,536366.0,822154.0,65.23911579
2011,2,Tamaulipas,Mujeres,353370.0,530029.0,66.66993693
2011,2,Tlaxcala,Hombres,171454.0,278143.0,61.64239258
2011,2,Tlaxcala,Mujeres,104099.0,170448.0,61.07375857
2011,2,Veracruz,Hombres,1175826.0,1958855.0,60.02618877
2011,2,Veracruz,Mujeres,561738.0,983789.0,57.09943901
2011,2,Yucatán,Hombres,333736.0,558199.0,59.78799675
2011,2,Yucatán,Mujeres,211937.0,359498.0,58.9535964
2011,2,Zacatecas,Hombres,209922.0,364861.0,57.53478722
2011,2,Zacatecas,Mujeres,116226.0,198169.0,58.6499402
2011,3,Nacional,Hombres,17784953.0,29098057.0,61.12075799
2011,3,Nacional,Mujeres,10946957.0,17473933.0,62.64735592
2011,3,Aguascalientes,Hombres,207903.0,281390.0,73.88428871
2011,3,Aguascalientes,Mujeres,126848.0,176767.0,71.76000045
2011,3,Baja California,Hombres,557123.0,831176.0,67.02828282
2011,3,Baja California,Mujeres,370032.0,515969.0,71.71593642
2011,3,Baja California Sur,Hombres,114418.0,178393.0,64.13816686
2011,3,Baja California Sur,Mujeres,76527.0,113674.0,67.32146313
2011,3,Campeche,Hombres,124579.0,228773.0,54.45528974
2011,3,Campeche,Mujeres,73785.0,126536.0,58.31146867
2011,3,Coahuila,Hombres,546735.0,745620.0,73.32622515
2011,3,Coahuila,Mujeres,300321.0,427646.0,70.22654251
2011,3,Colima,Hombres,115851.0,180560.0,64.1620514
2011,3,Colima,Mujeres,77033.0,128001.0,60.18156108
2011,3,Chiapas,Hombres,537115.0,1279695.0,41.97211054
2011,3,Chiapas,Mujeres,245451.0,528376.0,46.45385105
2011,3,Chihuahua,Hombres,560810.0,836294.0,67.05895295
2011,3,Chihuahua,Mujeres,313006.0,408485.0,76.6260695
2011,3,Ciudad de México,Hombres,1504957.0,2287941.0,65.77778885
2011,3,Ciudad de México,Mujeres,1262382.0,1736204.0,72.70931296
2011,3,Durango,Hombres,266021.0,403221.0,65.97399441
2011,3,Durango,Mujeres,144042.0,212327.0,67.83970009
2011,3,Guanajuato,Hombres,827497.0,1345042.0,61.52201939
2011,3,Guanajuato,Mujeres,528741.0,849881.0,62.21353342
2011,3,Guerrero,Hombres,289625.0,834299.0,34.71477252
2011,3,Guerrero,Mujeres,221821.0,546299.0,40.60432108
2011,3,Hidalgo,Hombres,408043.0,689742.0,59.15878691
2011,3,Hidalgo,Mujeres,238386.0,407478.0,58.50279033
2011,3,Jalisco,Hombres,1230043.0,1954250.0,62.94194704
2011,3,Jalisco,Mujeres,838678.0,1285880.0,65.22210471
2011,3,México,Hombres,2736747.0,4006193.0,68.31290954
2011,3,México,Mujeres,1510043.0,2281213.0,66.19473938
2011,3,Michoacán,Hombres,612391.0,1188274.0,51.53617768
2011,3,Michoacán,Mujeres,319933.0,636474.0,50.26646807
2011,3,Morelos,Hombres,280384.0,456431.0,61.42965749
2011,3,Morelos,Mujeres,184778.0,302546.0,61.07434902
2011,3,Nayarit,Hombres,146862.0,284031.0,51.70632783
2011,3,Nayarit,Mujeres,102667.0,171301.0,59.93368398
2011,3,Nuevo León,Hombres,978886.0,1310079.0,74.71961615
2011,3,Nuevo León,Mujeres,557836.0,752547.0,74.12640008
2011,3,Oaxaca,Hombres,351667.0,945799.0,37.18200167
2011,3,Oaxaca,Mujeres,240867.0,635942.0,37.87562388
2011,3,Puebla,Hombres,839407.0,1426276.0,58.85305509
2011,3,Puebla,Mujeres,501963.0,903975.0,55.52841616
2011,3,Querétaro,Hombres,297515.0,450006.0,66.11356293
2011,3,Querétaro,Mujeres,209236.0,285094.0,73.39193389
2011,3,Quintana Roo,Hombres,263254.0,407647.0,64.57891264
2011,3,Quintana Roo,Mujeres,169140.0,253156.0,66.81255826
2011,3,San Luis Potosí,Hombres,366560.0,625121.0,58.63824764
2011,3,San Luis Potosí,Mujeres,224932.0,365616.0,61.52137762
2011,3,Sinaloa,Hombres,424455.0,708257.0,59.92951711
2011,3,Sinaloa,Mujeres,262129.0,417631.0,62.76569508
2011,3,Sonora,Hombres,459556.0,686195.0,66.97163343
2011,3,Sonora,Mujeres,289333.0,430119.0,67.26812812
2011,3,Tabasco,Hombres,364362.0,553935.0,65.7770316
2011,3,Tabasco,Mujeres,176930.0,291842.0,60.62526984
2011,3,Tamaulipas,Hombres,531257.0,822748.0,64.57104727
2011,3,Tamaulipas,Mujeres,353353.0,529774.0,66.69881874
2011,3,Tlaxcala,Hombres,175795.0,283227.0,62.06858809
2011,3,Tlaxcala,Mujeres,110605.0,185142.0,59.74063152
2011,3,Veracruz,Hombres,1128237.0,1934845.0,58.31149265
2011,3,Veracruz,Mujeres,585063.0,1013356.0,57.73518882
2011,3,Yucatán,Hombres,327595.0,552351.0,59.30920737
2011,3,Yucatán,Mujeres,213126.0,354144.0,60.1806045
2011,3,Zacatecas,Hombres,209303.0,380246.0,55.04410303
2011,3,Zacatecas,Mujeres,117970.0,200538.0,58.82675603
2011,4,Nacional,Hombres,17986771.0,29163256.0,61.67614137
2011,4,Nacional,Mujeres,11392800.0,18331978.0,62.14713982
2011,4,Aguascalientes,Hombres,216268.0,290780.0,74.37512896
2011,4,Aguascalientes,Mujeres,134915.0,189644.0,71.14119086
2011,4,Baja California,Hombres,558484.0,845908.0,66.02183689
2011,4,Baja California,Mujeres,376371.0,540064.0,69.69007377
2011,4,Baja California Sur,Hombres,126859.0,187540.0,67.64370268
2011,4,Baja California Sur,Mujeres,83589.0,123541.0,67.66093847
2011,4,Campeche,Hombres,127809.0,228773.0,55.86716964
2011,4,Campeche,Mujeres,78720.0,132353.0,59.4773069
2011,4,Coahuila,Hombres,564337.0,754168.0,74.82908318
2011,4,Coahuila,Mujeres,299395.0,431788.0,69.33842534
2011,4,Colima,Hombres,117527.0,181188.0,64.86467095
2011,4,Colima,Mujeres,80873.0,128853.0,62.76376957
2011,4,Chiapas,Hombres,541300.0,1262775.0,42.8659104
2011,4,Chiapas,Mujeres,263199.0,559816.0,47.0152693
2011,4,Chihuahua,Hombres,574786.0,849314.0,67.67650127
2011,4,Chihuahua,Mujeres,348063.0,455468.0,76.41876048
2011,4,Ciudad de México,Hombres,1486551.0,2309387.0,64.36993886
2011,4,Ciudad de México,Mujeres,1323393.0,1813762.0,72.96398315
2011,4,Durango,Hombres,268218.0,417884.0,64.1847977
2011,4,Durango,Mujeres,150846.0,236545.0,63.77052992
2011,4,Guanajuato,Hombres,857429.0,1360625.0,63.01728985
2011,4,Guanajuato,Mujeres,523460.0,896771.0,58.37164672
2011,4,Guerrero,Hombres,303996.0,830660.0,36.59692293
2011,4,Guerrero,Mujeres,245362.0,581241.0,42.21347083
2011,4,Hidalgo,Hombres,391116.0,673310.0,58.08854762
2011,4,Hidalgo,Mujeres,228017.0,391419.0,58.25394271
2011,4,Jalisco,Hombres,1239274.0,1918384.0,64.59989241
2011,4,Jalisco,Mujeres,847845.0,1324687.0,64.00342119
2011,4,México,Hombres,2677729.0,3939187.0,67.97669164
2011,4,México,Mujeres,1588865.0,2417246.0,65.73038077
2011,4,Michoacán,Hombres,628593.0,1149983.0,54.6610689
2011,4,Michoacán,Mujeres,327008.0,614700.0,53.19798276
2011,4,Morelos,Hombres,295175.0,456351.0,64.68157186
2011,4,Morelos,Mujeres,192363.0,310983.0,61.85643588
2011,4,Nayarit,Hombres,151047.0,285643.0,52.87964347
2011,4,Nayarit,Mujeres,109131.0,184995.0,58.99132409
2011,4,Nuevo León,Hombres,1004762.0,1328150.0,75.65124421
2011,4,Nuevo León,Mujeres,593125.0,793095.0,74.78612272
2011,4,Oaxaca,Hombres,368228.0,944378.0,38.99159023
2011,4,Oaxaca,Mujeres,255237.0,666383.0,38.30184744
2011,4,Puebla,Hombres,831587.0,1449961.0,57.35237017
2011,4,Puebla,Mujeres,523052.0,1021460.0,51.20631253
2011,4,Querétaro,Hombres,303123.0,449482.0,67.43829564
2011,4,Querétaro,Mujeres,211585.0,290192.0,72.91207201
2011,4,Quintana Roo,Hombres,274251.0,414290.0,66.19783244
2011,4,Quintana Roo,Mujeres,173805.0,260956.0,66.60318215
2011,4,San Luis Potosí,Hombres,369347.0,621981.0,59.38236055
2011,4,San Luis Potosí,Mujeres,241910.0,376395.0,64.27024801
2011,4,Sinaloa,Hombres,437943.0,719226.0,60.89087436
2011,4,Sinaloa,Mujeres,308002.0,483212.0,63.7405528
2011,4,Sonora,Hombres,478558.0,706380.0,67.74795436
2011,4,Sonora,Mujeres,307281.0,446519.0,68.81700443
2011,4,Tabasco,Hombres,386895.0,561726.0,68.87610686
2011,4,Tabasco,Mujeres,192180.0,321213.0,59.82945896
2011,4,Tamaulipas,Hombres,554542.0,844082.0,65.69764549
2011,4,Tamaulipas,Mujeres,367168.0,546257.0,67.2152485
2011,4,Tlaxcala,Hombres,186682.0,289190.0,64.55340779
2011,4,Tlaxcala,Mujeres,113494.0,184526.0,61.50569567
2011,4,Veracruz,Hombres,1109141.0,1946476.0,56.98200235
2011,4,Veracruz,Mujeres,575286.0,1044462.0,55.07964866
2011,4,Yucatán,Hombres,345206.0,566033.0,60.98690359
2011,4,Yucatán,Mujeres,211690.0,363987.0,58.1586705
2011,4,Zacatecas,Hombres,210008.0,380041.0,55.25930097
2011,4,Zacatecas,Mujeres,117570.0,199445.0,58.94858232
2012,1,Nacional,Hombres,17920939.0,29156178.0,61.46532306
2012,1,Nacional,Mujeres,11209176.0,17772022.0,63.07203536
2012,1,Aguascalientes,Hombres,208283.0,284222.0,73.28180085
2012,1,Aguascalientes,Mujeres,130336.0,178685.0,72.94176903
2012,1,Baja California,Hombres,541982.0,832531.0,65.10051878
2012,1,Baja California,Mujeres,369785.0,522053.0,70.83284647
2012,1,Baja California Sur,Hombres,127289.0,183505.0,69.36541239
2012,1,Baja California Sur,Mujeres,83658.0,120328.0,69.5249651
2012,1,Campeche,Hombres,139405.0,237371.0,58.72874108
2012,1,Campeche,Mujeres,81350.0,136059.0,59.79023806
2012,1,Coahuila,Hombres,540918.0,735910.0,73.50328165
2012,1,Coahuila,Mujeres,299132.0,424707.0,70.43255703
2012,1,Colima,Hombres,119592.0,184226.0,64.91591849
2012,1,Colima,Mujeres,82856.0,129710.0,63.87788143
2012,1,Chiapas,Hombres,539331.0,1285159.0,41.96609136
2012,1,Chiapas,Mujeres,268742.0,565098.0,47.55670698
2012,1,Chihuahua,Hombres,576241.0,849093.0,67.86547528
2012,1,Chihuahua,Mujeres,345499.0,442707.0,78.0423621
2012,1,Ciudad de México,Hombres,1477618.0,2297106.0,64.32519875
2012,1,Ciudad de México,Mujeres,1281311.0,1773180.0,72.2606278
2012,1,Durango,Hombres,269698.0,420501.0,64.13730288
2012,1,Durango,Mujeres,148611.0,227046.0,65.45413705
2012,1,Guanajuato,Hombres,820964.0,1329647.0,61.74300397
