periodo,trimestre,entidad_federativa,sexo,poblacion_desocupada_abierta,poblacion_economicamente_activa,tasa_desocupacion
2009,3,Sonora,Hombres,46468.0,656306.0,7.080233915
2009,3,Sonora,Mujeres,29015.0,425569.0,6.817930817
2009,3,Tabasco,Hombres,34187.0,587782.0,5.816272019
2009,3,Tabasco,Mujeres,26107.0,317562.0,8.221071791
2009,3,Tamaulipas,Hombres,54795.0,854504.0,6.412491925
2009,3,Tamaulipas,Mujeres,39453.0,542700.0,7.2697623
2009,3,Tlaxcala,Hombres,20051.0,293737.0,6.826174435
2009,3,Tlaxcala,Mujeres,17959.0,191494.0,9.378361724
2009,3,Veracruz,Hombres,73107.0,1982188.0,3.688197083
2009,3,Veracruz,Mujeres,30855.0,1076186.0,2.867069447
2009,3,Yucatán,Hombres,18974.0,564274.0,3.362550818
2009,3,Yucatán,Mujeres,12703.0,349484.0,3.634787286
2009,3,Zacatecas,Hombres,19700.0,379337.0,5.193271418
2009,3,Zacatecas,Mujeres,16554.0,221625.0,7.469373942
2009,4,Nacional,Hombres,1598813.0,29842462.0,5.357510382
2009,4,Nacional,Mujeres,919299.0,18234245.0,5.041607152
2009,4,Aguascalientes,Hombres,20467.0,295891.0,6.917074193
2009,4,Aguascalientes,Mujeres,12608.0,186324.0,6.766707456
2009,4,Baja California,Hombres,60951.0,870782.0,6.999570501
2009,4,Baja California,Mujeres,32170.0,520467.0,6.180987459
2009,4,Baja California Sur,Hombres,9138.0,181101.0,5.045803171
2009,4,Baja California Sur,Mujeres,7088.0,106003.0,6.686603209
2009,4,Campeche,Hombres,8140.0,236218.0,3.445969401
2009,4,Campeche,Mujeres,4574.0,131156.0,3.487450059
2009,4,Coahuila,Hombres,52624.0,751471.0,7.002798511
2009,4,Coahuila,Mujeres,31850.0,435548.0,7.312626852
2009,4,Colima,Hombres,7246.0,186639.0,3.882361136
2009,4,Colima,Mujeres,5764.0,121378.0,4.748801265
2009,4,Chiapas,Hombres,30478.0,1255274.0,2.4279958
2009,4,Chiapas,Mujeres,18533.0,566241.0,3.272988003
2009,4,Chihuahua,Hombres,80417.0,952577.0,8.442047205
2009,4,Chihuahua,Mujeres,41905.0,499310.0,8.392581763
2009,4,Ciudad de México,Hombres,158112.0,2389992.0,6.615586998
2009,4,Ciudad de México,Mujeres,109557.0,1789667.0,6.121641624
2009,4,Durango,Hombres,29111.0,413764.0,7.035653174
2009,4,Durango,Mujeres,15535.0,211038.0,7.361233522
2009,4,Guanajuato,Hombres,87690.0,1345786.0,6.515894801
2009,4,Guanajuato,Mujeres,41575.0,881350.0,4.717195212
2009,4,Guerrero,Hombres,17085.0,840207.0,2.033427477
2009,4,Guerrero,Mujeres,9858.0,562727.0,1.751826374
2009,4,Hidalgo,Hombres,40867.0,682775.0,5.985427117
2009,4,Hidalgo,Mujeres,20040.0,378040.0,5.301026346
2009,4,Jalisco,Hombres,110947.0,2019295.0,5.494343323
2009,4,Jalisco,Mujeres,53165.0,1307513.0,4.06611636
2009,4,México,Hombres,296851.0,4070567.0,7.292620414
2009,4,México,Mujeres,133111.0,2419601.0,5.501361588
2009,4,Michoacán,Hombres,34799.0,1116622.0,3.116453016
2009,4,Michoacán,Mujeres,31261.0,685443.0,4.56070016
2009,4,Morelos,Hombres,17021.0,458764.0,3.710186501
2009,4,Morelos,Mujeres,9576.0,314236.0,3.047391133
2009,4,Nayarit,Hombres,11920.0,305003.0,3.90815828
2009,4,Nayarit,Mujeres,6641.0,192022.0,3.458457885
2009,4,Nuevo León,Hombres,80945.0,1364419.0,5.932561772
2009,4,Nuevo León,Mujeres,64857.0,812275.0,7.984611123
2009,4,Oaxaca,Hombres,20533.0,960238.0,2.13832404
2009,4,Oaxaca,Mujeres,11512.0,628039.0,1.833007186
2009,4,Puebla,Hombres,54007.0,1436535.0,3.759532486
2009,4,Puebla,Mujeres,31286.0,951219.0,3.289042797
2009,4,Querétaro,Hombres,42677.0,466625.0,9.145888026
2009,4,Querétaro,Mujeres,15590.0,268349.0,5.809598694
2009,4,Quintana Roo,Hombres,20834.0,391375.0,5.323283296
2009,4,Quintana Roo,Mujeres,15309.0,251841.0,6.078835456
2009,4,San Luis Potosí,Hombres,22707.0,663302.0,3.423327534
2009,4,San Luis Potosí,Mujeres,16428.0,376048.0,4.368591244
2009,4,Sinaloa,Hombres,40949.0,774783.0,5.285221798
2009,4,Sinaloa,Mujeres,22916.0,482054.0,4.75382426
2009,4,Sonora,Hombres,37865.0,691229.0,5.477924103
2009,4,Sonora,Mujeres,33166.0,449552.0,7.377567
2009,4,Tabasco,Hombres,29807.0,580357.0,5.135976649
2009,4,Tabasco,Mujeres,22928.0,306771.0,7.473978962
2009,4,Tamaulipas,Hombres,51399.0,874421.0,5.878061026
2009,4,Tamaulipas,Mujeres,39162.0,542476.0,7.219121215
2009,4,Tlaxcala,Hombres,16943.0,296386.0,5.71653182
2009,4,Tlaxcala,Mujeres,11827.0,186841.0,6.329981107
2009,4,Veracruz,Hombres,70962.0,2021724.0,3.509974655
2009,4,Veracruz,Mujeres,27260.0,1090609.0,2.49952091
2009,4,Yucatán,Hombres,15989.0,559876.0,2.85581093
2009,4,Yucatán,Mujeres,13584.0,366831.0,3.703067625
2009,4,Zacatecas,Hombres,19332.0,388464.0,4.976522921
2009,4,Zacatecas,Mujeres,8663.0,213276.0,4.061872878
2010,1,Nacional,Hombres,1582018.0,29507488.0,5.361411991
2010,1,Nacional,Mujeres,921595.0,17716485.0,5.201906586
2010,1,Aguascalientes,Hombres,23908.0,295396.0,8.093542228
2010,1,Aguascalientes,Mujeres,11875.0,183771.0,6.461846537
2010,1,Baja California,Hombres,51594.0,852163.0,6.054475494
2010,1,Baja California,Mujeres,28358.0,517956.0,5.474982431
2010,1,Baja California Sur,Hombres,12158.0,184975.0,6.572780105
2010,1,Baja California Sur,Mujeres,6456.0,108875.0,5.929735936
2010,1,Campeche,Hombres,5638.0,231912.0,2.431094553
2010,1,Campeche,Mujeres,3862.0,124754.0,3.095692322
2010,1,Coahuila,Hombres,58881.0,736399.0,7.995801189
2010,1,Coahuila,Mujeres,33361.0,423818.0,7.871539198
2010,1,Colima,Hombres,8095.0,185073.0,4.373949739
2010,1,Colima,Mujeres,5864.0,124866.0,4.696234363
2010,1,Chiapas,Hombres,25915.0,1268317.0,2.043258901
2010,1,Chiapas,Mujeres,16491.0,545324.0,3.024073762
2010,1,Chihuahua,Hombres,70801.0,914530.0,7.741790865
2010,1,Chihuahua,Mujeres,50451.0,480067.0,10.5091581
2010,1,Ciudad de México,Hombres,153609.0,2384995.0,6.440642433
2010,1,Ciudad de México,Mujeres,108470.0,1778012.0,6.100633742
2010,1,Durango,Hombres,24372.0,402070.0,6.061631059
2010,1,Durango,Mujeres,10026.0,210307.0,4.767316352
2010,1,Guanajuato,Hombres,79988.0,1315163.0,6.081983754
2010,1,Guanajuato,Mujeres,39705.0,849455.0,4.674173441
2010,1,Guerrero,Hombres,18398.0,776254.0,2.370100508
2010,1,Guerrero,Mujeres,11869.0,540217.0,2.197080062
2010,1,Hidalgo,Hombres,27332.0,664998.0,4.110087549
2010,1,Hidalgo,Mujeres,17062.0,365601.0,4.66683625
2010,1,Jalisco,Hombres,118844.0,1996010.0,5.954078386
2010,1,Jalisco,Mujeres,50485.0,1265455.0,3.989474142
2010,1,México,Hombres,298268.0,4042736.0,7.377874786
2010,1,México,Mujeres,143112.0,2320656.0,6.166876952
2010,1,Michoacán,Hombres,32491.0,1088962.0,2.983667015
2010,1,Michoacán,Mujeres,21594.0,641302.0,3.367212327
2010,1,Morelos,Hombres,18998.0,470365.0,4.038990996
2010,1,Morelos,Mujeres,12949.0,308723.0,4.194374893
2010,1,Nayarit,Hombres,10606.0,303899.0,3.489975288
2010,1,Nayarit,Mujeres,7394.0,187041.0,3.953143963
2010,1,Nuevo León,Hombres,86771.0,1361973.0,6.370977986
2010,1,Nuevo León,Mujeres,60704.0,796514.0,7.62120942
2010,1,Oaxaca,Hombres,28561.0,942655.0,3.02984655
2010,1,Oaxaca,Mujeres,15368.0,605815.0,2.536748017
2010,1,Puebla,Hombres,66272.0,1436350.0,4.613917221
2010,1,Puebla,Mujeres,33801.0,899241.0,3.758836619
2010,1,Querétaro,Hombres,35730.0,467678.0,7.639871878
2010,1,Querétaro,Mujeres,12085.0,258564.0,4.673891184
2010,1,Quintana Roo,Hombres,18039.0,397351.0,4.539814924
2010,1,Quintana Roo,Mujeres,14222.0,254559.0,5.586916982
2010,1,San Luis Potosí,Hombres,26655.0,667726.0,3.99190686
2010,1,San Luis Potosí,Mujeres,17114.0,357821.0,4.782838347
2010,1,Sinaloa,Hombres,30086.0,767709.0,3.918932825
2010,1,Sinaloa,Mujeres,16399.0,472294.0,3.472201637
2010,1,Sonora,Hombres,48501.0,703857.0,6.890746274
2010,1,Sonora,Mujeres,36308.0,428232.0,8.478581703
2010,1,Tabasco,Hombres,38938.0,591563.0,6.582223702
2010,1,Tabasco,Mujeres,23598.0,309596.0,7.622191501
2010,1,Tamaulipas,Hombres,52310.0,867582.0,6.029401255
2010,1,Tamaulipas,Mujeres,33822.0,531020.0,6.369251629
2010,1,Tlaxcala,Hombres,17402.0,284881.0,6.108515485
2010,1,Tlaxcala,Mujeres,13713.0,185076.0,7.409388576
2010,1,Veracruz,Hombres,60753.0,1982646.0,3.064238397
2010,1,Veracruz,Mujeres,36554.0,1072864.0,3.407142005
2010,1,Yucatán,Hombres,13700.0,554759.0,2.469540828
2010,1,Yucatán,Mujeres,13520.0,369224.0,3.661733798
2010,1,Zacatecas,Hombres,18404.0,366541.0,5.020993559
2010,1,Zacatecas,Mujeres,15003.0,199465.0,7.521620334
2010,2,Nacional,Hombres,1566651.0,30138363.0,5.198195403
2010,2,Nacional,Mujeres,934989.0,18205192.0,5.135837073
2010,2,Aguascalientes,Hombres,20419.0,304990.0,6.694973606
2010,2,Aguascalientes,Mujeres,11083.0,193115.0,5.739067395
2010,2,Baja California,Hombres,51549.0,846770.0,6.087721577
2010,2,Baja California,Mujeres,25427.0,532236.0,4.777391984
2010,2,Baja California Sur,Hombres,9577.0,191064.0,5.012456559
2010,2,Baja California Sur,Mujeres,5749.0,110287.0,5.212763064
2010,2,Campeche,Hombres,6971.0,235143.0,2.964579001
2010,2,Campeche,Mujeres,5385.0,126494.0,4.257118915
2010,2,Coahuila,Hombres,56608.0,747811.0,7.569827135
2010,2,Coahuila,Mujeres,37005.0,428549.0,8.634951896
2010,2,Colima,Hombres,7518.0,188306.0,3.992437841
2010,2,Colima,Mujeres,5104.0,128334.0,3.977122197
2010,2,Chiapas,Hombres,30935.0,1294640.0,2.389467342
2010,2,Chiapas,Mujeres,18316.0,566289.0,3.234390921
2010,2,Chihuahua,Hombres,61760.0,896453.0,6.889374011
2010,2,Chihuahua,Mujeres,33007.0,497953.0,6.628537231
2010,2,Ciudad de México,Hombres,196387.0,2425248.0,8.097604864
2010,2,Ciudad de México,Mujeres,118768.0,1815118.0,6.543266058
2010,2,Durango,Hombres,18965.0,413786.0,4.583287013
2010,2,Durango,Mujeres,9693.0,209103.0,4.635514555
2010,2,Guanajuato,Hombres,80257.0,1342657.0,5.977476005
2010,2,Guanajuato,Mujeres,49090.0,878845.0,5.585740375
2010,2,Guerrero,Hombres,14584.0,844377.0,1.72719058
2010,2,Guerrero,Mujeres,7752.0,569201.0,1.361909062
2010,2,Hidalgo,Hombres,31554.0,690823.0,4.567595462
2010,2,Hidalgo,Mujeres,17594.0,405129.0,4.342814264
2010,2,Jalisco,Hombres,96693.0,2030336.0,4.762413709
2010,2,Jalisco,Mujeres,66268.0,1272628.0,5.207177588
2010,2,México,Hombres,264293.0,4220518.0,6.262098633
2010,2,México,Mujeres,152232.0,2409033.0,6.319216051
2010,2,Michoacán,Hombres,52163.0,1087497.0,4.796610933
2010,2,Michoacán,Mujeres,17462.0,650304.0,2.685205688
2010,2,Morelos,Hombres,21777.0,479751.0,4.539229725
2010,2,Morelos,Mujeres,12590.0,311453.0,4.042343468
2010,2,Nayarit,Hombres,12144.0,305130.0,3.979942975
2010,2,Nayarit,Mujeres,6865.0,194037.0,3.537985023
2010,2,Nuevo León,Hombres,80617.0,1372754.0,5.872647248
2010,2,Nuevo León,Mujeres,66574.0,818439.0,8.134265351
2010,2,Oaxaca,Hombres,21892.0,962949.0,2.273432965
2010,2,Oaxaca,Mujeres,11526.0,625438.0,1.842868518
2010,2,Puebla,Hombres,57527.0,1451172.0,3.964175163
2010,2,Puebla,Mujeres,36950.0,944376.0,3.912636492
2010,2,Querétaro,Hombres,39748.0,479375.0,8.291629726
2010,2,Querétaro,Mujeres,13195.0,281936.0,4.680140174
2010,2,Quintana Roo,Hombres,23017.0,419366.0,5.488523152
2010,2,Quintana Roo,Mujeres,13875.0,261233.0,5.311350404
2010,2,San Luis Potosí,Hombres,26589.0,681319.0,3.902577207
2010,2,San Luis Potosí,Mujeres,17753.0,377115.0,4.707582568
2010,2,Sinaloa,Hombres,39178.0,761036.0,5.147982487
2010,2,Sinaloa,Mujeres,16449.0,466616.0,3.525168447
2010,2,Sonora,Hombres,42746.0,692203.0,6.175356073
2010,2,Sonora,Mujeres,28963.0,440639.0,6.572954278
2010,2,Tabasco,Hombres,40406.0,614905.0,6.571096348
2010,2,Tabasco,Mujeres,24183.0,311736.0,7.757525599
2010,2,Tamaulipas,Hombres,54754.0,911661.0,6.005960549
2010,2,Tamaulipas,Mujeres,40374.0,510121.0,7.914592812
2010,2,Tlaxcala,Hombres,19324.0,293721.0,6.579032483
2010,2,Tlaxcala,Mujeres,13676.0,191475.0,7.142446795
2010,2,Veracruz,Hombres,56568.0,2017907.0,2.803300648
2010,2,Veracruz,Mujeres,26821.0,1113222.0,2.409312788
2010,2,Yucatán,Hombres,12161.0,551765.0,2.204018015
2010,2,Yucatán,Mujeres,13571.0,362779.0,3.740844977
2010,2,Zacatecas,Hombres,17970.0,382930.0,4.69276369
2010,2,Zacatecas,Mujeres,11689.0,201959.0,5.787808417
2010,3,Nacional,Hombres,1645244.0,30137776.0,5.45907568
2010,3,Nacional,Mujeres,1049151.0,18257737.0,5.746336471
2010,3,Aguascalientes,Hombres,20838.0,306043.0,6.808847123
2010,3,Aguascalientes,Mujeres,11660.0,194511.0,5.99451959
2010,3,Baja California,Hombres,53396.0,847990.0,6.296772368
2010,3,Baja California,Mujeres,26351.0,512288.0,5.143786308
2010,3,Baja California Sur,Hombres,10907.0,186967.0,5.833649788
2010,3,Baja California Sur,Mujeres,8567.0,115880.0,7.392992751
2010,3,Campeche,Hombres,8835.0,237132.0,3.725772987
2010,3,Campeche,Mujeres,4473.0,126766.0,3.528548664
2010,3,Coahuila,Hombres,51584.0,731500.0,7.051811347
2010,3,Coahuila,Mujeres,38441.0,428219.0,8.976948711
2010,3,Colima,Hombres,9348.0,190514.0,4.906726015
2010,3,Colima,Mujeres,6200.0,129964.0,4.770551845
2010,3,Chiapas,Hombres,31084.0,1281184.0,2.426193271
2010,3,Chiapas,Mujeres,22971.0,554890.0,4.139739408
2010,3,Chihuahua,Hombres,69943.0,896648.0,7.800496962
2010,3,Chihuahua,Mujeres,36477.0,478008.0,7.631043832
2010,3,Ciudad de México,Hombres,151101.0,2427703.0,6.224031523
2010,3,Ciudad de México,Mujeres,145330.0,1848702.0,7.861191257
2010,3,Durango,Hombres,20519.0,421000.0,4.873871734
2010,3,Durango,Mujeres,15928.0,218428.0,7.292105408
2010,3,Guanajuato,Hombres,105695.0,1340819.0,7.882868605
2010,3,Guanajuato,Mujeres,39266.0,899184.0,4.366848165
2010,3,Guerrero,Hombres,15454.0,844800.0,1.829308712
2010,3,Guerrero,Mujeres,11799.0,565811.0,2.085325312
2010,3,Hidalgo,Hombres,29419.0,678981.0,4.332816382
2010,3,Hidalgo,Mujeres,19780.0,383152.0,5.16244206
2010,3,Jalisco,Hombres,125911.0,2052570.0,6.13430967
2010,3,Jalisco,Mujeres,72492.0,1315773.0,5.509460978
2010,3,México,Hombres,291128.0,4227362.0,6.886753488
2010,3,México,Mujeres,175798.0,2442087.0,7.198678835
2010,3,Michoacán,Hombres,46302.0,1151476.0,4.021099875
2010,3,Michoacán,Mujeres,20525.0,656291.0,3.127423658
2010,3,Morelos,Hombres,20168.0,480741.0,4.195190342
2010,3,Morelos,Mujeres,13174.0,305157.0,4.317122006
2010,3,Nayarit,Hombres,16021.0,311967.0,5.135479073
2010,3,Nayarit,Mujeres,9906.0,191257.0,5.17941827
2010,3,Nuevo León,Hombres,84243.0,1368271.0,6.156894358
2010,3,Nuevo León,Mujeres,64347.0,817537.0,7.870836427
2010,3,Oaxaca,Hombres,22521.0,942960.0,2.388330364
2010,3,Oaxaca,Mujeres,10760.0,623605.0,1.725451207
2010,3,Puebla,Hombres,58009.0,1488950.0,3.895966957
2010,3,Puebla,Mujeres,33551.0,963261.0,3.483064299
2010,3,Querétaro,Hombres,33053.0,477289.0,6.925154361
2010,3,Querétaro,Mujeres,14982.0,286545.0,5.228498142
2010,3,Quintana Roo,Hombres,20405.0,413579.0,4.933761144
2010,3,Quintana Roo,Mujeres,15531.0,258885.0,5.999188829
2010,3,San Luis Potosí,Hombres,22821.0,669303.0,3.409666474
2010,3,San Luis Potosí,Mujeres,15923.0,375499.0,4.240490654
2010,3,Sinaloa,Hombres,37820.0,762468.0,4.960208166
2010,3,Sinaloa,Mujeres,22723.0,448192.0,5.069925389
2010,3,Sonora,Hombres,56908.0,683450.0,8.326578389
2010,3,Sonora,Mujeres,31558.0,421329.0,7.49010868
2010,3,Tabasco,Hombres,44744.0,598080.0,7.481273408
2010,3,Tabasco,Mujeres,27163.0,295572.0,9.1899774
2010,3,Tamaulipas,Hombres,65052.0,894868.0,7.269452031
2010,3,Tamaulipas,Mujeres,49512.0,535490.0,9.246111038
2010,3,Tlaxcala,Hombres,16907.0,290825.0,5.813461704
2010,3,Tlaxcala,Mujeres,15967.0,195681.0,8.159708914
2010,3,Veracruz,Hombres,75007.0,1980603.0,3.787078986
2010,3,Veracruz,Mujeres,38918.0,1086269.0,3.582722143
2010,3,Yucatán,Hombres,14658.0,561139.0,2.612186998
2010,3,Yucatán,Mujeres,19069.0,373098.0,5.110989606
2010,3,Zacatecas,Hombres,15443.0,390594.0,3.953721767
2010,3,Zacatecas,Mujeres,10009.0,210406.0,4.756993622
2010,4,Nacional,Hombres,1672386.0,29959389.0,5.582176592
2010,4,Nacional,Mujeres,851437.0,17731396.0,4.80186106
2010,4,Aguascalientes,Hombres,22787.0,302435.0,7.534511548
2010,4,Aguascalientes,Mujeres,10865.0,185811.0,5.847339501
2010,4,Baja California,Hombres,53399.0,861086.0,6.201355033
2010,4,Baja California,Mujeres,22574.0,527956.0,4.275735099
2010,4,Baja California Sur,Hombres,10712.0,186044.0,5.75777773
2010,4,Baja California Sur,Mujeres,7370.0,115299.0,6.392076254
2010,4,Campeche,Hombres,6008.0,234697.0,2.559896377
2010,4,Campeche,Mujeres,3787.0,129565.0,2.922857253
2010,4,Coahuila,Hombres,48723.0,741663.0,6.569425736
2010,4,Coahuila,Mujeres,31696.0,419823.0,7.549848388
2010,4,Colima,Hombres,7988.0,181311.0,4.405689671
2010,4,Colima,Mujeres,5783.0,129390.0,4.469433496
2010,4,Chiapas,Hombres,36558.0,1260840.0,2.899495574
2010,4,Chiapas,Mujeres,13769.0,521001.0,2.642797231
2010,4,Chihuahua,Hombres,48380.0,842275.0,5.743967232
2010,4,Chihuahua,Mujeres,25751.0,462084.0,5.572796288
2010,4,Ciudad de México,Hombres,173635.0,2347654.0,7.396106922
2010,4,Ciudad de México,Mujeres,98234.0,1823715.0,5.386477602
2010,4,Durango,Hombres,26445.0,423556.0,6.243566376
2010,4,Durango,Mujeres,10846.0,217058.0,4.996821126
2010,4,Guanajuato,Hombres,96165.0,1366099.0,7.039387336
2010,4,Guanajuato,Mujeres,33684.0,890848.0,3.781116419
2010,4,Guerrero,Hombres,21513.0,830608.0,2.590030436
2010,4,Guerrero,Mujeres,8466.0,567553.0,1.491666858
2010,4,Hidalgo,Hombres,29734.0,687977.0,4.321946809
2010,4,Hidalgo,Mujeres,13766.0,398323.0,3.455989235
2010,4,Jalisco,Hombres,124045.0,2057061.0,6.03020523
2010,4,Jalisco,Mujeres,71117.0,1301413.0,5.464598863
2010,4,México,Hombres,296012.0,4198344.0,7.050684746
2010,4,México,Mujeres,134463.0,2244330.0,5.991231236
2010,4,Michoacán,Hombres,45147.0,1118095.0,4.037850093
2010,4,Michoacán,Mujeres,16443.0,586113.0,2.805431717
2010,4,Morelos,Hombres,20564.0,473725.0,4.340915088
2010,4,Morelos,Mujeres,9256.0,298771.0,3.098024909
2010,4,Nayarit,Hombres,9676.0,307848.0,3.143109587
2010,4,Nayarit,Mujeres,9607.0,193417.0,4.966988424
2010,4,Nuevo León,Hombres,77858.0,1390136.0,5.600746977
2010,4,Nuevo León,Mujeres,50333.0,815631.0,6.171050389
2010,4,Oaxaca,Hombres,24885.0,965334.0,2.577864242
2010,4,Oaxaca,Mujeres,16399.0,605242.0,2.709494715
2010,4,Puebla,Hombres,58143.0,1444895.0,4.024029428
2010,4,Puebla,Mujeres,42893.0,954076.0,4.49576344
2010,4,Querétaro,Hombres,41216.0,458791.0,8.983611274
2010,4,Querétaro,Mujeres,10888.0,272995.0,3.988351435
2010,4,Quintana Roo,Hombres,21003.0,416523.0,5.04245864
2010,4,Quintana Roo,Mujeres,15174.0,267669.0,5.668941865
2010,4,San Luis Potosí,Hombres,28063.0,675152.0,4.156545489
2010,4,San Luis Potosí,Mujeres,17659.0,368784.0,4.788439846
2010,4,Sinaloa,Hombres,28967.0,763452.0,3.794213651
2010,4,Sinaloa,Mujeres,21706.0,457157.0,4.748040607
2010,4,Sonora,Hombres,60549.0,693295.0,8.733511709
2010,4,Sonora,Mujeres,24256.0,426937.0,5.6814003
2010,4,Tabasco,Hombres,50601.0,601083.0,8.41830496
2010,4,Tabasco,Mujeres,22879.0,292424.0,7.823913222
2010,4,Tamaulipas,Hombres,74576.0,900889.0,8.278045353
2010,4,Tamaulipas,Mujeres,34851.0,515517.0,6.760397814
2010,4,Tlaxcala,Hombres,17710.0,287981.0,6.149711266
2010,4,Tlaxcala,Mujeres,13036.0,190317.0,6.849624574
2010,4,Veracruz,Hombres,80647.0,1995969.0,4.040493615
2010,4,Veracruz,Mujeres,30376.0,994389.0,3.054740147
2010,4,Yucatán,Hombres,11651.0,548827.0,2.122891184
2010,4,Yucatán,Mujeres,11031.0,345745.0,3.19050167
2010,4,Zacatecas,Hombres,19026.0,395744.0,4.807653433
2010,4,Zacatecas,Mujeres,12479.0,212043.0,5.885127073
2011,1,Nacional,Hombres,1599623.0,30036184.0,5.325653219
2011,1,Nacional,Mujeres,863141.0,17681436.0,4.881622737
2011,1,Aguascalientes,Hombres,20451.0,297484.0,6.874655444
2011,1,Aguascalientes,Mujeres,8645.0,184055.0,4.696965581
2011,1,Baja California,Hombres,46105.0,872243.0,5.28579765
2011,1,Baja California,Mujeres,33142.0,519690.0,6.377263369
2011,1,Baja California Sur,Hombres,11472.0,185502.0,6.1842999
2011,1,Baja California Sur,Mujeres,6565.0,116743.0,5.623463505
2011,1,Campeche,Hombres,5950.0,231895.0,2.565816426
2011,1,Campeche,Mujeres,2898.0,131777.0,2.19916981
2011,1,Coahuila,Hombres,36624.0,747216.0,4.901393974
2011,1,Coahuila,Mujeres,27850.0,411397.0,6.769616696
2011,1,Colima,Hombres,8640.0,183258.0,4.714664571
2011,1,Colima,Mujeres,4280.0,127246.0,3.363563491
2011,1,Chiapas,Hombres,24498.0,1296598.0,1.889405969
2011,1,Chiapas,Mujeres,13633.0,541548.0,2.517413046
2011,1,Chihuahua,Hombres,61881.0,861064.0,7.18657382
2011,1,Chihuahua,Mujeres,36229.0,446527.0,8.113507134
2011,1,Ciudad de México,Hombres,160661.0,2400665.0,6.692353994
2011,1,Ciudad de México,Mujeres,108389.0,1775464.0,6.104826682
2011,1,Durango,Hombres,30135.0,422305.0,7.135837842
2011,1,Durango,Mujeres,14141.0,208683.0,6.776306647
2011,1,Guanajuato,Hombres,98066.0,1338808.0,7.324874067
2011,1,Guanajuato,Mujeres,45127.0,900014.0,5.014033115
2011,1,Guerrero,Hombres,17194.0,779136.0,2.206803434
2011,1,Guerrero,Mujeres,10593.0,538640.0,1.966619635
2011,1,Hidalgo,Hombres,31264.0,668973.0,4.673432261
2011,1,Hidalgo,Mujeres,18843.0,404840.0,4.65443138
2011,1,Jalisco,Hombres,99418.0,2023259.0,4.913755481
2011,1,Jalisco,Mujeres,61266.0,1302700.0,4.703001459
2011,1,México,Hombres,289681.0,4244823.0,6.824336374
2011,1,México,Mujeres,105621.0,2265483.0,4.66218462
2011,1,Michoacán,Hombres,43537.0,1157913.0,3.759954332
2011,1,Michoacán,Mujeres,10476.0,599154.0,1.748465336
2011,1,Morelos,Hombres,20253.0,472143.0,4.28959023
2011,1,Morelos,Mujeres,7332.0,299283.0,2.449855154
2011,1,Nayarit,Hombres,10703.0,312254.0,3.427658253
2011,1,Nayarit,Mujeres,8561.0,190528.0,4.493302822
2011,1,Nuevo León,Hombres,83748.0,1377024.0,6.08181121
2011,1,Nuevo León,Mujeres,55034.0,800134.0,6.878097919
2011,1,Oaxaca,Hombres,33144.0,948420.0,3.494654267
2011,1,Oaxaca,Mujeres,19227.0,594008.0,3.236825093
2011,1,Puebla,Hombres,61488.0,1421581.0,4.325325113
2011,1,Puebla,Mujeres,41481.0,927373.0,4.472957483
2011,1,Querétaro,Hombres,32280.0,472936.0,6.825447841
2011,1,Querétaro,Mujeres,12042.0,297272.0,4.050835598
2011,1,Quintana Roo,Hombres,16479.0,415199.0,3.968940195
2011,1,Quintana Roo,Mujeres,12923.0,261390.0,4.943953479
2011,1,San Luis Potosí,Hombres,26330.0,663595.0,3.967781554
2011,1,San Luis Potosí,Mujeres,17251.0,381925.0,4.516855404
2011,1,Sinaloa,Hombres,33803.0,766049.0,4.412642011
2011,1,Sinaloa,Mujeres,21959.0,447426.0,4.907850684
2011,1,Sonora,Hombres,51649.0,703247.0,7.344361227
2011,1,Sonora,Mujeres,26596.0,436818.0,6.088576936
2011,1,Tabasco,Hombres,41437.0,608961.0,6.804540849
2011,1,Tabasco,Mujeres,18597.0,304367.0,6.110057923
2011,1,Tamaulipas,Hombres,54192.0,898196.0,6.033427003
2011,1,Tamaulipas,Mujeres,40865.0,519995.0,7.858729411
2011,1,Tlaxcala,Hombres,22160.0,291029.0,7.614361455
2011,1,Tlaxcala,Mujeres,13024.0,185630.0,7.01610731
2011,1,Veracruz,Hombres,87336.0,2043638.0,4.273555297
2011,1,Veracruz,Mujeres,34142.0,1002864.0,3.404449656
2011,1,Yucatán,Hombres,13755.0,562331.0,2.446068241
2011,1,Yucatán,Mujeres,12748.0,357566.0,3.565215932
2011,1,Zacatecas,Hombres,25289.0,368439.0,6.863822777
2011,1,Zacatecas,Mujeres,13661.0,200896.0,6.800035839
2011,2,Nacional,Hombres,1597033.0,30402783.0,5.252917142
2011,2,Nacional,Mujeres,952110.0,18262050.0,5.213598692
2011,2,Aguascalientes,Hombres,21033.0,301633.0,6.9730434
2011,2,Aguascalientes,Mujeres,9207.0,185400.0,4.966019417
2011,2,Baja California,Hombres,49881.0,888974.0,5.61107524
2011,2,Baja California,Mujeres,29979.0,530874.0,5.647102702
2011,2,Baja California Sur,Hombres,10962.0,187622.0,5.842598416
2011,2,Baja California Sur,Mujeres,5904.0,117693.0,5.01644108
2011,2,Campeche,Hombres,8520.0,234704.0,3.630104302
2011,2,Campeche,Mujeres,5302.0,131357.0,4.036328479
2011,2,Coahuila,Hombres,42995.0,776005.0,5.540557084
2011,2,Coahuila,Mujeres,33755.0,447747.0,7.538855648
